VALUE,COUNT,ECOREGION_RASTER,US_200EVT,ECO_NAME,EVT_NAME,EVT_PHYS
4036,7992,17043,7960,Sierra Nevada,Western Cool Temperate Orchard,Agricultural
4037,47,17045,7094,Southern Rocky Mountains,Western Great Plains Sandhill Steppe,Shrubland
4038,49,17087,7962,Great Central Valley,Western Cool Temperate Bush fruit and berries,Agricultural
4039,48495,17048,7064,Utah-Wyoming Rocky Mountains,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland
4040,622673,17066,9527,Central Shortgrass Prairie,Western Great Plains Floodplain Herbaceous,Riparian
4041,58818,17066,7127,Central Shortgrass Prairie,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
4042,379344,17066,9026,Central Shortgrass Prairie,Western Great Plains Floodplain Forest and Woodland,Riparian
4043,6,17065,7961,Central Mixed-Grass Prairie,Western Cool Temperate Vineyard,Agricultural
4044,59986,17066,9526,Central Shortgrass Prairie,Western Great Plains Floodplain Shrubland,Riparian
4045,7234,17012,7375,Lower New England / Northern Piedmont,Eastern Serpentine Woodland,Conifer-Hardwood
4046,714535,17097,7064,Wyoming Basins,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland
4047,931213,17065,9527,Central Mixed-Grass Prairie,Western Great Plains Floodplain Herbaceous,Riparian
4048,1132,17087,7131,Great Central Valley,California Northern Coastal Grassland,Grassland
4049,1,17067,9677,Central Tallgrass Prairie,North-Central Interior and Appalachian Acidic Peatland Shrubland,Riparian
4050,58490,17066,7051,Central Shortgrass Prairie,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer
4051,5252,17066,7011,Central Shortgrass Prairie,Rocky Mountain Aspen Forest and Woodland,Hardwood
4052,34816,17093,7054,Great Basin,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer
4053,110900,17045,9004,Southern Rocky Mountains,Inter-Mountain Basins Active and Stabilized Dune,Sparsely Vegetated
4054,44587,17067,9529,Central Tallgrass Prairie,Western Great Plains Riparian Herbaceous,Riparian
4055,647,17067,9528,Central Tallgrass Prairie,Western Great Plains Riparian Shrubland,Riparian
4056,29242,17067,9028,Central Tallgrass Prairie,Western Great Plains Riparian Woodland,Riparian
4057,182,17067,7943,Central Tallgrass Prairie,Western Cool Temperate Developed Ruderal Shrub Wetland,Developed
4058,5106,17087,7965,Great Central Valley,Western Cool Temperate Close Grown Crop,Agricultural
4059,2007,17066,7922,Central Shortgrass Prairie,Western Cool Temperate Developed Ruderal Mixed Forest,Developed
4060,9634,17067,9025,Central Tallgrass Prairie,Western Great Plains Closed Depression Wetland,Riparian
4061,416117,17085,7029,California Central Coast,Mediterranean California Mixed Oak Woodland,Hardwood
4062,77255,17085,7027,California Central Coast,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,Conifer
4063,1023168,17085,7043,California Central Coast,Mediterranean California Mixed Evergreen Forest,Conifer
4064,183762,17085,7030,California Central Coast,Mediterranean California Lower Montane Conifer Forest and Woodland,Conifer
4065,86690,17085,7261,California Central Coast,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,Conifer-Hardwood
4066,229411,17085,9302,California Central Coast,Californian Ruderal Forest,Exotic Tree-Shrub
4067,51009,17085,7901,California Central Coast,Western Cool Temperate Urban Evergreen Forest,Developed
4068,8113371,17085,7105,California Central Coast,Northern and Central California Dry-Mesic Chaparral,Shrubland
4069,2623188,17085,7299,California Central Coast,Developed-Roads,Developed-Roads
4070,46341,17085,7900,California Central Coast,Western Cool Temperate Urban Deciduous Forest,Developed
4071,23867,17085,7234,California Central Coast,Mediterranean California Mesic Serpentine Chaparral,Shrubland
4072,44069,17085,7034,California Central Coast,Mediterranean California Mesic Serpentine Woodland,Conifer
4073,1686814,17085,7114,California Central Coast,California Lower Montane Foothill Pine Woodland and Savanna,Conifer
4074,14694,17085,7902,California Central Coast,Western Cool Temperate Urban Mixed Forest,Developed
4075,904,17085,7260,California Central Coast,Mediterranean California Lower Montane Black Oak Forest and Woodland,Hardwood
4076,37373,17085,7099,California Central Coast,California Xeric Serpentine Chaparral,Shrubland
4077,643706,17085,7129,California Central Coast,California Central Valley and Southern Coastal Grassland,Grassland
4078,1013344,17085,9062,California Central Coast,Central California Coast Ranges Cliff and Canyon,Sparsely Vegetated
4079,12816699,17085,9301,California Central Coast,California Ruderal Grassland and Meadow,Exotic Herbaceous
4080,211313,17085,9129,California Central Coast,Mediterranean California Foothill and Lower Montane Riparian Woodland,Riparian
4081,893175,17085,7265,California Central Coast,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,Conifer-Hardwood
4082,3389942,17085,7113,California Central Coast,California Coastal Live Oak Woodland and Savanna,Hardwood
4083,61236,17085,7903,California Central Coast,Western Cool Temperate Urban Herbaceous,Developed
4084,46117,17085,7904,California Central Coast,Western Cool Temperate Urban Shrubland,Developed
4085,301913,17085,7131,California Central Coast,California Northern Coastal Grassland,Grassland
4086,2987410,17066,7147,Central Shortgrass Prairie,Western Great Plains Foothill and Piedmont Grassland,Grassland
4087,45072,17085,9272,California Central Coast,Temperate Pacific Subalpine-Montane Wet Meadow,Riparian
4088,561,17085,7264,California Central Coast,California Lower Montane Blue Oak Woodland and Savanna,Hardwood
4089,354819,17085,7097,California Central Coast,California Mesic Chaparral,Shrubland
4090,232,17066,7055,Central Shortgrass Prairie,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,Conifer
4091,1871680,17085,9337,California Central Coast,California Ruderal Scrub,Exotic Tree-Shrub
4092,2099,17067,9027,Central Tallgrass Prairie,Western Great Plains Open Freshwater Depression Wetland,Riparian
4093,300097,17085,7112,California Central Coast,California Central Valley Mixed Oak Savanna,Hardwood
4094,524,17067,9029,Central Tallgrass Prairie,Western Great Plains Saline Depression Wetland,Riparian
4095,372223,17085,7961,California Central Coast,Western Cool Temperate Vineyard,Agricultural
4096,253463,17066,9009,Central Shortgrass Prairie,Inter-Mountain Basins Shale Badland,Sparsely Vegetated
4097,882,17085,9633,California Central Coast,Mediterranean California Serpentine Foothill and Lower Montane Riparian Shrubland and Seep,Riparian
4098,1316451,17085,7015,California Central Coast,California Coastal Redwood Forest,Conifer
4099,85639,17085,9629,California Central Coast,Mediterranean California Foothill and Lower Montane Riparian Shrubland,Riparian
4100,38624,17085,7922,California Central Coast,Western Cool Temperate Developed Ruderal Mixed Forest,Developed
4101,263733,17085,7924,California Central Coast,Western Cool Temperate Developed Ruderal Grassland,Developed
4102,440568,17085,7128,California Central Coast,Northern California Coastal Scrub,Shrubland
4103,3127,17014,9190,North Atlantic Coast,Northern Atlantic Coastal Plain Calcareous Ravine,Hardwood
4104,958743,17085,7297,California Central Coast,Developed-Medium Intensity,Developed-Medium Intensity
4105,22110,17014,7343,North Atlantic Coast,Southern Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood
4106,870344,17085,7296,California Central Coast,Developed-Low Intensity,Developed-Low Intensity
4107,7896,17085,7096,California Central Coast,California Maritime Chaparral,Shrubland
4108,1229,17014,9322,North Atlantic Coast,Southeastern North American Temperate Forest Plantation,Conifer
4109,43724,17085,7966,California Central Coast,Western Cool Temperate Fallow/Idle Cropland,Agricultural
4110,311006,17085,7298,California Central Coast,Developed-High Intensity,Developed-High Intensity
4111,671167,17085,7292,California Central Coast,Open Water,Open Water
4112,266775,17085,7662,California Central Coast,Temperate Pacific Freshwater Emergent Marsh,Riparian
4113,13363,17085,7923,California Central Coast,Western Cool Temperate Developed Ruderal Shrubland,Developed
4114,23389,17085,7151,California Central Coast,California Central Valley Riparian Woodland,Riparian
4115,31382,17085,7944,California Central Coast,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed
4116,54177,17085,7921,California Central Coast,Western Cool Temperate Developed Ruderal Evergreen Forest,Developed
4117,12547,17087,7113,Great Central Valley,California Coastal Live Oak Woodland and Savanna,Hardwood
4118,15700,17085,7920,California Central Coast,Western Cool Temperate Developed Ruderal Deciduous Forest,Developed
4119,11665,17085,7152,California Central Coast,California Central Valley Riparian Shrubland,Riparian
4120,2258,17085,7943,California Central Coast,Western Cool Temperate Developed Ruderal Shrub Wetland,Developed
4121,148971,17085,7967,California Central Coast,Western Cool Temperate Pasture and Hayland,Agricultural
4122,1712,17085,7940,California Central Coast,Western Cool Temperate Developed Ruderal Deciduous Forested Wetland,Developed
4123,116376,17085,9829,California Central Coast,Western North American Ruderal Wet Meadow & Marsh,Riparian
4124,8196,17085,7960,California Central Coast,Western Cool Temperate Orchard,Agricultural
4125,854,17085,9133,California Central Coast,Mediterranean California Serpentine Foothill and Lower Montane Riparian Woodland and Seep,Riparian
4126,7853,17085,7942,California Central Coast,Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed
4127,675,17093,7032,Great Basin,Mediterranean California Red Fir Forest,Conifer
4128,90188,17093,7058,Great Basin,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland,Conifer
4129,15703,17048,7102,Utah-Wyoming Rocky Mountains,Colorado Plateau Pinyon-Juniper Shrubland,Shrubland
4130,354551,17085,7197,California Central Coast,Recently Burned-Tree Cover,Conifer
4131,373388,17085,7196,California Central Coast,Recently Burned-Shrub Cover,Shrubland
4132,383456,17085,7195,California Central Coast,Recently Burned-Herb and Grass Cover,Grassland
4133,54249,17085,7177,California Central Coast,California Coastal Closed-Cone Conifer Forest and Woodland,Conifer
4134,1942959,17006,7320,Central Appalachian Forest,Central and Southern Appalachian Montane Oak Forest,Hardwood
4135,19819,17093,7044,Great Basin,Northern California Mesic Subalpine Woodland,Conifer
4136,49153,17093,7033,Great Basin,Mediterranean California Subalpine Woodland,Conifer
4137,734512,17065,9026,Central Mixed-Grass Prairie,Western Great Plains Floodplain Forest and Woodland,Riparian
4138,1167972,17007,7296,Chesapeake Bay Lowlands,Developed-Low Intensity,Developed-Low Intensity
4139,12927,17007,7937,Chesapeake Bay Lowlands,Eastern Warm Temperate Developed Ruderal Mixed Forest,Developed
4140,10713,17007,7935,Chesapeake Bay Lowlands,Eastern Warm Temperate Developed Ruderal Deciduous Forest,Developed
4141,435099,17007,7907,Chesapeake Bay Lowlands,Eastern Cool Temperate Urban Mixed Forest,Developed
4142,14579,17007,7303,Chesapeake Bay Lowlands,Northeastern Interior Dry-Mesic Oak Forest,Hardwood
4143,1017286,17007,7299,Chesapeake Bay Lowlands,Developed-Roads,Developed-Roads
4144,386852,17007,7906,Chesapeake Bay Lowlands,Eastern Cool Temperate Urban Evergreen Forest,Developed
4145,7663,17007,9315,Chesapeake Bay Lowlands,Northern & Central Native Ruderal Forest,Conifer-Hardwood
4146,1062687,17007,7908,Chesapeake Bay Lowlands,Eastern Cool Temperate Urban Herbaceous,Developed
4147,1187,17067,9192,Central Tallgrass Prairie,Northern Atlantic Coastal Plain Pond,Riparian
4148,614810,17007,7297,Chesapeake Bay Lowlands,Developed-Medium Intensity,Developed-Medium Intensity
4149,3065,17085,7964,California Central Coast,Western Cool Temperate Row Crop,Agricultural
4150,346763,17007,7909,Chesapeake Bay Lowlands,Eastern Cool Temperate Urban Shrubland,Developed
4151,286853,17007,7905,Chesapeake Bay Lowlands,Eastern Cool Temperate Urban Deciduous Forest,Developed
4152,96458,17065,9526,Central Mixed-Grass Prairie,Western Great Plains Floodplain Shrubland,Riparian
4153,974,17007,7939,Chesapeake Bay Lowlands,Eastern Warm Temperate Developed Ruderal Grassland,Developed
4154,275,17007,7463,Chesapeake Bay Lowlands,Central Appalachian Dry Oak Forest,Hardwood
4155,43,17007,7511,Chesapeake Bay Lowlands,Appalachian Northern Hardwood Forest,Hardwood
4156,1449,17007,9060,Chesapeake Bay Lowlands,Central Appalachian Stream and Riparian Woodland,Riparian
4157,765,17007,7957,Chesapeake Bay Lowlands,Eastern Warm Temperate Developed Ruderal Mixed Forested Wetland,Developed
4158,264,17007,7502,Chesapeake Bay Lowlands,Central Appalachian Dry Oak-Pine Forest,Conifer-Hardwood
4159,284,17067,9526,Central Tallgrass Prairie,Western Great Plains Floodplain Shrubland,Riparian
4160,19875,17067,9026,Central Tallgrass Prairie,Western Great Plains Floodplain Forest and Woodland,Riparian
4161,142483,17085,9329,California Central Coast,Western North American Ruderal Wet Shrubland,Riparian
4162,265851,17007,7298,Chesapeake Bay Lowlands,Developed-High Intensity,Developed-High Intensity
4163,26148,17067,9527,Central Tallgrass Prairie,Western Great Plains Floodplain Herbaceous,Riparian
4164,33,17007,7936,Chesapeake Bay Lowlands,Eastern Warm Temperate Developed Ruderal Evergreen Forest,Developed
4165,88,17007,9312,Chesapeake Bay Lowlands,Northeastern North American Temperate Forest Plantation,Conifer
4166,202,17007,9314,Chesapeake Bay Lowlands,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
4167,388,17085,7198,California Central Coast,Recently Disturbed Other-Herb and Grass Cover,Grassland
4168,21,17067,7094,Central Tallgrass Prairie,Western Great Plains Sandhill Steppe,Shrubland
4169,860453,17007,7930,Chesapeake Bay Lowlands,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed
4170,550456,17007,7977,Chesapeake Bay Lowlands,Eastern Cool Temperate Pasture and Hayland,Agricultural
4171,539049,17007,7934,Chesapeake Bay Lowlands,Eastern Cool Temperate Developed Ruderal Grassland,Developed
4172,3502295,17007,7324,Chesapeake Bay Lowlands,Northern Atlantic Coastal Plain Hardwood Forest,Hardwood
4173,388593,17007,9823,Chesapeake Bay Lowlands,Southeastern Ruderal Grassland,Exotic Herbaceous
4174,1950014,17007,9321,Chesapeake Bay Lowlands,Southeastern Native Ruderal Forest,Conifer-Hardwood
4175,192374,17085,7295,California Central Coast,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
4176,23463,17007,9323,Chesapeake Bay Lowlands,Southeastern Ruderal Shrubland,Exotic Tree-Shrub
4177,1268,17007,9817,Chesapeake Bay Lowlands,Northern & Central Ruderal Meadow,Exotic Herbaceous
4178,5393767,17007,7974,Chesapeake Bay Lowlands,Eastern Cool Temperate Row Crop,Agricultural
4179,3737058,17007,7292,Chesapeake Bay Lowlands,Open Water,Open Water
4180,165,17007,7369,Chesapeake Bay Lowlands,Central Appalachian Dry Pine Forest,Conifer
4181,5747,17007,7355,Chesapeake Bay Lowlands,Northern Atlantic Coastal Plain Pitch Pine Barrens,Conifer
4182,2174859,17007,9188,Chesapeake Bay Lowlands,Northern Atlantic Coastal Plain Basin Swamp and Wet Hardwood Forest,Riparian
4183,10,17014,9175,North Atlantic Coast,North-Central Appalachian Circumneutral Cliff and Talus,Sparsely Vegetated
4184,25,17007,9288,Chesapeake Bay Lowlands,Northeastern Interior Calcareous Oak Forest,Hardwood
4185,2443519,17007,7932,Chesapeake Bay Lowlands,Eastern Cool Temperate Developed Ruderal Mixed Forest,Developed
4186,48,17007,7556,Chesapeake Bay Lowlands,Central Appalachian Oak Rocky Woodland,Hardwood
4187,1294,17085,7191,California Central Coast,Recently Logged-Herb and Grass Cover,Grassland
4188,74,17007,7938,Chesapeake Bay Lowlands,Eastern Warm Temperate Developed Ruderal Shrubland,Developed
4189,56408,17007,7931,Chesapeake Bay Lowlands,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed
4190,1,17043,9133,Sierra Nevada,Mediterranean California Serpentine Foothill and Lower Montane Riparian Woodland and Seep,Riparian
4191,221692,17007,7952,Chesapeake Bay Lowlands,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed
4192,35,17007,9317,Chesapeake Bay Lowlands,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
4193,34,17007,7557,Chesapeake Bay Lowlands,Central Appalachian Pine-Oak Rocky Woodland,Conifer-Hardwood
4194,1717105,17007,7975,Chesapeake Bay Lowlands,Eastern Cool Temperate Close Grown Crop,Agricultural
4195,1151106,17007,9195,Chesapeake Bay Lowlands,Northern Atlantic Coastal Plain Riparian and Floodplain Forest,Riparian
4196,2774,17066,9827,Central Shortgrass Prairie,Interior West Ruderal Riparian Scrub,Riparian
4197,4,17007,7377,Chesapeake Bay Lowlands,Central Appalachian Pine Rocky Woodland,Conifer
4198,37293,17007,9696,Chesapeake Bay Lowlands,Northern Atlantic Coastal Plain Riparian and Floodplain Herbaceous,Riparian
4199,170504,17085,7668,California Central Coast,Temperate Pacific Tidal Salt and Brackish Marsh,Riparian
4200,169354,17007,9189,Chesapeake Bay Lowlands,Northern Atlantic Coastal Plain Brackish Tidal Marsh,Riparian
4201,681760,17045,7735,Southern Rocky Mountains,North American Glacier and Ice Field,Snow-Ice
4202,5560,17085,7130,California Central Coast,California Mesic Serpentine Grassland,Grassland
4203,49,17007,7512,Chesapeake Bay Lowlands,Appalachian (Hemlock)-Northern Hardwood Forest,Conifer-Hardwood
4204,37189,17007,7933,Chesapeake Bay Lowlands,Eastern Cool Temperate Developed Ruderal Shrubland,Developed
4205,190469,17066,7963,Central Shortgrass Prairie,Western Cool Temperate Row Crop - Close Grown Crop,Agricultural
4206,6409,17007,7951,Chesapeake Bay Lowlands,Eastern Cool Temperate Developed Ruderal Evergreen Forested Wetland,Developed
4207,5,17048,7093,Utah-Wyoming Rocky Mountains,Southern Colorado Plateau Sand Shrubland,Shrubland
4208,390156,17045,7147,Southern Rocky Mountains,Western Great Plains Foothill and Piedmont Grassland,Grassland
4209,109329,17007,9191,Chesapeake Bay Lowlands,Northern Atlantic Coastal Plain Fresh and Oligohaline Tidal Marsh,Riparian
4210,267064,17007,9324,Chesapeake Bay Lowlands,Southeastern Ruderal Wet Meadow & Marsh,Riparian
4211,1693,17085,7193,California Central Coast,Recently Logged-Tree Cover,Conifer
4212,1559,17085,7192,California Central Coast,Recently Logged-Shrub Cover,Shrubland
4213,36705,17007,7456,Chesapeake Bay Lowlands,Northern Atlantic Coastal Plain Pitch Pine Lowland,Riparian
4214,131,17093,9301,Great Basin,California Ruderal Grassland and Meadow,Exotic Herbaceous
4215,187517,17007,9198,Chesapeake Bay Lowlands,Northern Atlantic Coastal Plain Tidal Swamp,Riparian
4216,750406,17007,9197,Chesapeake Bay Lowlands,Northern Atlantic Coastal Plain Tidal Salt Marsh,Riparian
4217,91146,17007,7954,Chesapeake Bay Lowlands,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed
4218,55175,17007,9320,Chesapeake Bay Lowlands,Southeastern Native Ruderal Flooded & Swamp Forest,Riparian
4219,1950745,17007,7343,Chesapeake Bay Lowlands,Southern Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood
4220,11877,17007,7295,Chesapeake Bay Lowlands,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads
4221,473018,17007,7973,Chesapeake Bay Lowlands,Eastern Cool Temperate Row Crop - Close Grown Crop,Agricultural
4222,4344,17007,7970,Chesapeake Bay Lowlands,Eastern Cool Temperate Orchard,Agricultural
4223,1884,17007,7198,Chesapeake Bay Lowlands,Recently Disturbed Other-Herb and Grass Cover,Grassland
4224,189634,17007,7191,Chesapeake Bay Lowlands,Recently Logged-Herb and Grass Cover,Grassland
4225,4,17007,9174,Chesapeake Bay Lowlands,North-Central Appalachian Acidic Swamp,Riparian
4226,32764,17007,7192,Chesapeake Bay Lowlands,Recently Logged-Shrub Cover,Shrubland
4227,2,17007,9176,Chesapeake Bay Lowlands,North-Central Appalachian Seepage Fen,Riparian
4228,2014,17007,9695,Chesapeake Bay Lowlands,Northern Atlantic Coastal Plain Riparian and Floodplain Shrubland,Riparian
4229,26471,17007,7193,Chesapeake Bay Lowlands,Recently Logged-Tree Cover,Conifer
4230,305217,17007,7976,Chesapeake Bay Lowlands,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
4231,37984,17007,7978,Chesapeake Bay Lowlands,Eastern Cool Temperate Wheat,Agricultural
4232,54815,17085,9130,California Central Coast,Mediterranean California Northern Coastal Dune,Sparsely Vegetated
4233,8,17007,7370,Chesapeake Bay Lowlands,Appalachian Hemlock Forest,Conifer
4234,303886,17066,7013,Central Shortgrass Prairie,Western Great Plains Dry Bur Oak Forest and Woodland,Hardwood
4235,1496978,17007,9322,Chesapeake Bay Lowlands,Southeastern North American Temperate Forest Plantation,Conifer
4236,79,17066,7961,Central Shortgrass Prairie,Western Cool Temperate Vineyard,Agricultural
4237,5764,17066,9315,Central Shortgrass Prairie,Northern & Central Native Ruderal Forest,Conifer-Hardwood
4238,3284,17066,9027,Central Shortgrass Prairie,Western Great Plains Open Freshwater Depression Wetland,Riparian
4239,6258,17007,9319,Chesapeake Bay Lowlands,Southeastern Exotic Ruderal Forest,Exotic Tree-Shrub
4240,1955,17007,9239,Chesapeake Bay Lowlands,Southern Atlantic Coastal Plain Depression Pondshore,Riparian
4241,243,17066,7050,Central Shortgrass Prairie,Rocky Mountain Lodgepole Pine Forest,Conifer
4242,1033,17007,7971,Chesapeake Bay Lowlands,Eastern Cool Temperate Vineyard,Agricultural
4243,9,17007,9318,Chesapeake Bay Lowlands,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
4244,3,17007,9562,Chesapeake Bay Lowlands,Central Appalachian Stream and Riparian Herbaceous,Riparian
4245,196,17085,7199,California Central Coast,Recently Disturbed Other-Shrub Cover,Shrubland
4246,2083,17045,7922,Southern Rocky Mountains,Western Cool Temperate Developed Ruderal Mixed Forest,Developed
4247,1697,17012,7343,Lower New England / Northern Piedmont,Southern Atlantic Coastal Plain Mesic Hardwood Forest,Hardwood
4248,1092,17066,7920,Central Shortgrass Prairie,Western Cool Temperate Developed Ruderal Deciduous Forest,Developed
4249,78,17012,9322,Lower New England / Northern Piedmont,Southeastern North American Temperate Forest Plantation,Conifer
4250,15,17007,7972,Chesapeake Bay Lowlands,Eastern Cool Temperate Bush fruit and berries,Agricultural
4251,106,17012,9319,Lower New England / Northern Piedmont,Southeastern Exotic Ruderal Forest,Exotic Tree-Shrub
4252,2958,17012,9321,Lower New England / Northern Piedmont,Southeastern Native Ruderal Forest,Conifer-Hardwood
4253,1360,17012,9823,Lower New England / Northern Piedmont,Southeastern Ruderal Grassland,Exotic Herbaceous
4254,767,17007,7200,Chesapeake Bay Lowlands,Recently Disturbed Other-Tree Cover,Conifer
4255,2667,17045,7250,Southern Rocky Mountains,Inter-Mountain Basins Curl-leaf Mountain Mahogany Shrubland,Shrubland
4256,35037,17097,7102,Wyoming Basins,Colorado Plateau Pinyon-Juniper Shrubland,Shrubland
4257,156513,17007,9190,Chesapeake Bay Lowlands,Northern Atlantic Coastal Plain Calcareous Ravine,Hardwood
4258,54,17012,9323,Lower New England / Northern Piedmont,Southeastern Ruderal Shrubland,Exotic Tree-Shrub
4259,191,17093,7064,Great Basin,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland
4260,104,17085,7200,California Central Coast,Recently Disturbed Other-Tree Cover,Conifer
4261,778,17066,9329,Central Shortgrass Prairie,Western North American Ruderal Wet Shrubland,Riparian
4262,15,17097,7960,Wyoming Basins,Western Cool Temperate Orchard,Agricultural
4263,2008,17093,7735,Great Basin,North American Glacier and Ice Field,Snow-Ice
4264,2,17012,9239,Lower New England / Northern Piedmont,Southern Atlantic Coastal Plain Depression Pondshore,Riparian
4265,6,17012,9190,Lower New England / Northern Piedmont,Northern Atlantic Coastal Plain Calcareous Ravine,Hardwood
4266,77701,17007,9187,Chesapeake Bay Lowlands,Northern Atlantic Coastal Plain Basin Peat Swamp,Riparian
4267,25640,17045,9327,Southern Rocky Mountains,Interior West Ruderal Riparian Forest,Riparian
4268,13139,17087,7128,Great Central Valley,Northern California Coastal Scrub,Shrubland
4269,580154,17006,7350,Central Appalachian Forest,Central and Southern Appalachian Spruce-Fir Forest,Conifer
4270,13,17067,7960,Central Tallgrass Prairie,Western Cool Temperate Orchard,Agricultural
4271,3100,17066,7942,Central Shortgrass Prairie,Western Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed
4272,3,17048,7078,Utah-Wyoming Rocky Mountains,Colorado Plateau Blackbrush-Mormon-tea Shrubland,Shrubland
4273,17,17012,9209,Lower New England / Northern Piedmont,Piedmont Seepage Wetland,Riparian
4274,2910,17007,7195,Chesapeake Bay Lowlands,Recently Burned-Herb and Grass Cover,Grassland
4275,24,17097,7093,Wyoming Basins,Southern Colorado Plateau Sand Shrubland,Shrubland
4276,13994,17066,9327,Central Shortgrass Prairie,Interior West Ruderal Riparian Forest,Riparian
4277,71,17097,7078,Wyoming Basins,Colorado Plateau Blackbrush-Mormon-tea Shrubland,Shrubland
4278,82,17029,7981,California North Coast,Western Warm Temperate Vineyard,Agricultural
4279,455357,17047,7967,Utah High Plateaus,Western Cool Temperate Pasture and Hayland,Agricultural
4280,1334933,17047,7127,Utah High Plateaus,Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrubland
4281,2964111,17047,7080,Utah High Plateaus,Inter-Mountain Basins Big Sagebrush Shrubland,Shrubland
4282,609804,17047,9336,Utah High Plateaus,Great Basin & Intermountain Ruderal Shrubland,Exotic Tree-Shrub
4283,15717856,17047,7016,Utah High Plateaus,Colorado Plateau Pinyon-Juniper Woodland,Conifer
4284,141790,17047,9019,Utah High Plateaus,Rocky Mountain Lower Montane-Foothill Riparian Woodland,Riparian
4285,30041,17047,9011,Utah High Plateaus,North American Arid West Emergent Marsh,Riparian
4286,70132,17047,9519,Utah High Plateaus,Rocky Mountain Lower Montane-Foothill Riparian Shrubland,Riparian
4287,2388,17047,7943,Utah High Plateaus,Western Cool Temperate Developed Ruderal Shrub Wetland,Developed
4288,303467,17047,7146,Utah High Plateaus,Southern Rocky Mountain Montane-Subalpine Grassland,Grassland
4289,632788,17047,7086,Utah High Plateaus,Rocky Mountain Lower Montane-Foothill Shrubland,Shrubland
4290,232459,17047,9309,Utah High Plateaus,Great Basin & Intermountain Introduced Perennial Grassland and Forbland,Exotic Herbaceous
4291,197413,17047,9308,Utah High Plateaus,Great Basin & Intermountain Introduced Annual Grassland,Exotic Herbaceous
4292,1658446,17047,9001,Utah High Plateaus,Colorado Plateau Mixed Bedrock Canyon and Tableland,Sparsely Vegetated
4293,869230,17047,9018,Utah High Plateaus,Rocky Mountain Cliff Canyon and Massive Bedrock,Sparsely Vegetated
4294,1520475,17047,7081,Utah High Plateaus,Inter-Mountain Basins Mixed Salt Desert Scrub,Shrubland
4295,206,17007,7199,Chesapeake Bay Lowlands,Recently Disturbed Other-Shrub Cover,Shrubland
4296,773203,17047,7064,Utah High Plateaus,Colorado Plateau Mixed Low Sagebrush Shrubland,Shrubland
4297,1905284,17047,7107,Utah High Plateaus,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrubland
4298,5,17007,7959,Chesapeake Bay Lowlands,Eastern Warm Temperate Developed Ruderal Herbaceous Wetland,Developed
4299,9374,17006,9223,Central Appalachian Forest,South-Central Interior Large Floodplain Forest,Riparian
4300,7106,17047,7924,Utah High Plateaus,Western Cool Temperate Developed Ruderal Grassland,Developed
4301,4440939,17047,7126,Utah High Plateaus,Inter-Mountain Basins Montane Sagebrush Steppe,Shrubland
4302,245968,17047,7012,Utah High Plateaus,Rocky Mountain Bigtooth Maple Ravine Woodland,Hardwood
4303,2593493,17047,7051,Utah High Plateaus,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,Conifer
4304,1186,17047,7944,Utah High Plateaus,Western Cool Temperate Developed Ruderal Herbaceous Wetland,Developed
4305,1380135,17047,7054,Utah High Plateaus,Southern Rocky Mountain Ponderosa Pine Woodland,Conifer
4306,8,17085,7965,California Central Coast,Western Cool Temperate Close Grown Crop,Agricultural
4307,1000927,17047,7052,Utah High Plateaus,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,Conifer
4308,428082,17047,9009,Utah High Plateaus,Inter-Mountain Basins Shale Badland,Sparsely Vegetated
